ISRC,Chartmetric ID,Track Name,Artists,Tags,Genres,Genre IDs,Moods,Activities
INZ031402377,16617206.0,Tenu Na Bol Pawaan,"Jyotica Tangri, Yasser Desai","bollywood, pakistani fusion, south asian classical, indian fusion, new romantic, indie soul","bollywood, south asian classical, indian fusion, indie soul, new romantic, pakistani fusion","501219, 503287, 507684, 507687, 507743, 507755","happy, soothing, chill, nostalgic","soft, sleep"
INH100902398,13215401.0,Ehsan Tera Hoga Mujh Par - Female Vocals,Lata Mangeshkar,"playback, bollywood","bollywood, playback","501219, 505383","devoted, longing, sentimental, tender",
INA090209122,13209883.0,,"S. P. Balasubrahmanyam, Laya",,,,,
INT101402322,18034953.0,Aankhen Bandh Karke,Alka Yagnik,bollywood,bollywood,501219,"affectionate, connecting","driving, focus, self-love"
INY091900021,26053613.0,Khalid's Theme - Instrumental,"Sanchit Balhara, Ankit Balhara","indian pop, tamil","indian pop, tamil","501220, 501811","INTENSE, PEACEFUL",
FRX282511932,,,,,,,,
INM129400242,23385849.0,Super Police,"A.R. Rahman, Suresh Peters, Anupama, Venkatesh, Nagma, Soundarya","telugu, indian pop","indian pop, telugu","501220, 501819",,
INT201000135,13224823.0,Irumbile Oru Idhaiyam,"A.R. Rahman, Kash n Krissy",tamil,tamil,501811,"chill, free, happy, blue, healing, adrenaline, energetic","morning, background, driving, running, workout"
SEBGA2100635,63452235.0,Baby Shark - Lullaby Version,Slumberland,swedish pop,swedish pop,501806,PEACEFUL,
INV270700009,23825298.0,"Varyavarti Gandh - From ""Savarkhed Ek Gaon""",Kunal Ganjawala,marathi,marathi,501624,"WARM, ROMANTIC, PAINFUL, RELAXED",
GBLFP2249740,101462578.0,P.O.V (Point of View),"Karan Aujla, Yeah Proof","punjabi, punjabi trap","punjabi, punjabi trap","501717, 507791","emotional, brooding, contemplative, introspective, reflective",workout
INS180704098,17295609.0,,"Sonu Nigam, Shaan, Shankar Mahadevan",,,,,
IN-V11-02-00309,,,,,,,,
INT100200017,13223575.0,Ishq Kameena,"Sonu Nigam, Alka Yagnik","indian pop, indian fusion, south asian classical","indian pop, south asian classical, indian fusion","501220, 503287, 507684","celebratory, entertaining, fun, lively, upbeat",dancy
INH102205502,77514564.0,Penny,"Thaman S, Nakash Aziz",telugu,telugu,501819,"energetic, entertaining, upbeat, celebratory, cathartic, bold","gaming, guitar"
INT502300067,110209579.0,"Nishan (feat. Krrish Rao, Samriddhi)","Krrish Rao, Samriddhi","haryanvi, punjabi","haryanvi, punjabi","501514, 501717","ROMANTIC, GRIEF, INTENSE, DARK",
INA090510347,13210216.0,Bhadra Shaila,"Hariharan, Nagarjuna, Sneha","indian ambient, indian devotional & spiritual, telugu","telugu, indian devotional & spiritual, indian ambient","501819, 503778, 503782",PEACEFUL,
USUM71516762,15936302.0,Company,Justin Bieber,"electropop, pop, soft pop, hip-hop/rap, tropical house","pop, hip-hop/rap, electropop, soft pop, tropical house","501120, 501121, 501872, 507814, 507852","celebratory, fun, empowering, energetic, upbeat","summer, driving"
INP2J2400326,137549042.0,Langa Davanyaga Masta Kanati Lavanya,Balu Belagundi,kannadan,kannadan,501575,,
INUM72401284,138611356.0,Deedar Hua,"Chitranshi, Laqshay Kapoor",pop,pop,501120,ROMANTIC,
INE151800002,30489904.0,Ka Kalena,"Avinash Vishwajeet, Bela Shende",marathi,marathi,501624,"ROMANTIC, WARM, RELAXED",
INS182403050,138391470.0,Shri Ram Chandra Kripalu,"Jubin Nautiyal, Payal Dev, Manoj Muntashir","indian ambient, indian devotional & spiritual","indian devotional & spiritual, indian ambient","503778, 503782",soulful,
INH102500311,,,,,,,,
INH102414897,141368012.0,Tenu Sang Rakhna (Lofi),"MINDMAKER, Arijit Singh, Anumita Nadesan, Achint",bollywood,bollywood,501219,"comforting, relaxed, meditative","bonding, lofi, self-love, focus"
INS9B2100044,65427250.0,Kondalalo Nelakonna,Rahul Vellal,"devotional & spiritual, indian","devotional & spiritual, indian","501129, 501540",,
QM4TW2525883,143340198.0,Karejwaa Me Goli Lage,Neha Raj,Others,,,,
INM259005108,29498475.0,Devasabhathalam,"K. J. Yesudas, Raveendran",malayalam,malayalam,501619,ROMANTIC,
INS181700491,16551548.0,Gulabi 2.0,"Amaal Mallik, Tulsi Kumar, Yash Narvekar, R. D. Burman","indian pop, bollywood","bollywood, indian pop","501219, 501220","ROMANTIC, GLEEFUL",
IND712110126,34366913.0,Agg Att Koka Kehar,"Baani Sandhu, Gurnam Bhullar, Gur Sidhu","punjabi, indian hip-hop/rap, punjabi trap","indian hip-hop/rap, punjabi, punjabi trap","501221, 501717, 507791","chill, hype, dynamic, free, happy","noise, urban, driving"
IND292205897,92197775.0,Dandana Darna,"Vidyasagar, Sangeet Haldipur",tamil,tamil,501811,"JOYFUL, ROMANTIC",
INH109849210,13217024.0,Kahin Karti Hogi Woh Mera Intezar,"Mukesh, Lata Mangeshkar",playback,playback,505383,"soulful, affectionate, heartwarming",driving
INA441300928,22364772.0,Mouna Thaalithe,Arijit Singh,kannadan,kannadan,501575,"emotional, sentimental, bittersweet, dreamy, wistful","lofi, traveling"
INT109200057,13223804.0,,Lata Mangeshkar,,,,,
INT109900005,13224060.0,Ni Main Samajh Gayi,"Richa Sharma, Sukhwinder Singh","bollywood, indian pop","bollywood, indian pop","501219, 501220","PEACEFUL, BLUE, ROMANTIC",
INS182500079,142419864.0,,Neelkamal Singh,,,,,
INM432500045,148088748.0,Time Is Money,"Parmish Verma, Laddi Chahal, Black Virus",punjabi,punjabi,501717,ROMANTIC,
FR59R1830013,20334154.0,Jhanjar Tere Pairi,"Gurchahal, Tanya",indian,indian,501540,ROMANTIC,
DGA072214552,99730647.0,Jaat Gelya Yaari,Naveen Punia,haryanvi,haryanvi,501514,,
ZA40S2400321,,,,,,,,
FRX202569034,146919427.0,,"Mani Longia, SYNC",,,,,
INH100438790,128345095.0,Hey Bajarang Bali Hanuman,Hari Om Sharan,Others,,,,
USSM19000733,15815048.0,Black or White,Michael Jackson,"soft pop, classic rock, modern rock, alternative rock, yacht rock, pop, post-disco","pop, alternative rock, classic rock, modern rock, post-disco, soft pop, yacht rock","501120, 501167, 501172, 507735, 507768, 507814, 507871","anthemic, celebratory, social justice, connecting, empowering, uniting, uplifting",reassured
INA091514903,13211435.0,Rama Rama,"Sooraj Santhosh, Mahesh Babu, M.L.R. Karthikeyan, Shruti Haasan",telugu,telugu,501819,spiritual,worshipping
INY091900020,26054625.0,Kabir's Theme - Instrumental,"Sanchit Balhara, Ankit Balhara","indian pop, tamil, pop","pop, indian pop, tamil","501120, 501220, 501811","VIOLENT, INTENSE",
INW132116516,34783331.0,Ja Ab Palat Ke Dekhab Na,"Neelkamal Singh, Priyanka Singh",bhojpuri,bhojpuri,501310,,
INH102308037,103122817.0,"Baby Tujhe Paap Lagega (From ""Zara Hatke Zara Bachke"")","Himesh Reshammiya, Sachin-Jigar, Amitabh Bhattacharya","indian pop, bollywood","bollywood, indian pop","501219, 501220","betrayal, dramatic, aggressive, flirty","workout, coffee"
INP2X2400041,136987128.0,Suicide Note,GABRI,malayam hip-hop,malayam hip-hop,505367,"depressing, mournful, anguished, vulnerable, introspective",
AUUM72400448,142532987.0,Ready For Love,Matthew Ifield,"pop, alternative, r&b/soul","pop, r&b/soul, alternative","501120, 501125, 501132","contemplative, introspective, melancholic, bitter","soft, acoustic, coffee, daydreaming"
USZXT2556817,145341278.0,Janu Janu,"Sukha, Prodgk, Chinna",punjabi,punjabi,501717,"catchy, energetic, groovy","urban, partying"
INS180461140,35952821.0,Door Se Paas,KK,"bollywood, indian","bollywood, indian","501219, 501540",,
INZ031411307,89202054.0,"Krishna Trance (From ""Karthikeya 2"")","Kala Bhairava, Hymath Mohammed, Saicharan Bhaskaruni, Lokeshwar, Aditya Iyengar, P V N S Rohit, Prudhvi Chandra, Sahithi Chaganti, Sri Soumya Varanasi","telugu, indian devotional & spiritual, indian ambient, pop, soundtrack","pop, soundtrack, telugu, indian devotional & spiritual, indian ambient","501120, 501139, 501819, 503778, 503782","celebratory, dramatic, entertaining, emotional, empowering, energetic","morning, workout, bonding, running"
INH102217635,97720240.0,Judaai,Neelkamal Singh,bhojpuri,bhojpuri,501310,"mournful, melancholic, bitter, soulful, longing, devoted","lofi, relaxation"
INA090203547,17284789.0,Nagonthu Sruthilona,"S.P.Balasubrahmanyam, Chitra",telugu,telugu,501819,"ROMANTIC, PEACEFUL",
QZZ432384337,147215273.0,Samiyana Ke Chop 2,Guddu Rangila,Others,,,,
INSF92501549,144664189.0,Me Tujhme Samarpit Mere Mahadev,"Priyanka Chaudhary, Dada Sadhu",Others,,,,
FRX872162679,70231766.0,Pyar Ke Amrit Pike,Khesari Lal Yadav,indian,indian,501540,,
TCAGC2263719,78067347.0,Mahanubhaava,"Sonu Nigam, Vijay Prakash, Kailash Kher, Sridhar V Sambhram","indian pop, indian","indian pop, indian","501220, 501540",,
INM251621601,19087708.0,Njaano Raavoo,Haricharan,malayalam,malayalam,501619,"ROMANTIC, RELAXED, PEACEFUL, WARM",
IN-V49-15-00003,,,,,,,,
DGA052254053,94834988.0,Aashiq,Billa Sonipat Ala,haryanvi,haryanvi,501514,"affectionate, heartwarming",self-love
INR321300078,17348726.0,Santa Claus Is Coming to Town,Anish Sharma,children's music,children's music,501145,,
INM432400185,136591932.0,,"Parmish Verma, Goldboy, Navi Ferozpurwala",,,,,
DGA0R2466933,139752417.0,Garam Taseer,"Shivjot, The Boss, Gurlez Akhtar",punjabi,punjabi,501717,upbeat,
FR10S2386210,99208741.0,Mai Bairagan,Indresh Upadhyay,"bhajan, indian ambient, indian devotional & spiritual","bhajan, indian devotional & spiritual, indian ambient","501308, 503778, 503782","DARK, JOYFUL, PEACEFUL, ROMANTIC",
INH101503066,23008762.0,Panchhi Nadiyan Pawan Ke Jhonke,"Sonu Nigam, Alka Yagnik",bollywood,bollywood,501219,"carefree, cheerful, happy, uplifting, innocent","traveling, vacation"
INS182006262,31378874.0,"Hasina Pagal Deewani (From ""Indoo Ki Jawani"")","Mika Singh, Asees Kaur","indian pop, indian fusion","indian pop, indian fusion","501220, 507684","ROMANTIC, SEXY, DARK",
INM432200036,73083644.0,Ki Karde Je,"Nimrat Khaira, Arjan Dhillon","punjabi, punjabi trap","punjabi, punjabi trap","501717, 507791","chill, smooth, soulful, dynamic, family, happy",revolution
INS170900137,13220438.0,Nila Nee Vaanam,"Sabesh Murali, Vijay Yesudas, Chinmayi",tamil,tamil,501811,"chill, soothing, soulful, happy, nostalgic","sleep, sleeping"
INH102501092,144063051.0,"Eswaraa na Parameswaraa (From ""Chandreshwara"") (Adrusya Kadhgam)","Jerard Felix, Saicharan Bhaskaruni, Dr. Ravindra, Jyothi",indian,indian,501540,,
INA091113080,13211013.0,Oosaravelli,"Ujjayinee Roy, Jr. NTR, Tamanna",telugu,telugu,501819,"AMBITIOUS, JOYFUL",
INS181601544,36304888.0,,Arijit Singh,,,,,
INU251900241,,,,,,,,
TCAHX2418148,116680968.0,Ek Taraf Sanwle Se Kanha,Nikhil Verma,"bhajan, indian ambient, indian devotional & spiritual","bhajan, indian devotional & spiritual, indian ambient","501308, 503778, 503782",ROMANTIC,
INH109339250,13216107.0,Dil Jo Na Keh Saka - Male Vocals,Mohammed Rafi,playback,playback,505383,"soulful, heavy, cinematic, nostalgic",
INT201100269,31696156.0,Laalijo Laalijo,"G. V. Prakash, Haricharan",telugu,telugu,501819,JOYFUL,
INA791500235,27048448.0,Tumi Jake Bhalobaso - Female Version,"Iman Chakraborty, Anupam Roy","bangla, indian pop","indian pop, bangla","501220, 501299","soulful, longing, melancholic","soft, coffee"
INT109400046,26802264.0,Yeh Ishq Hai Kya,"Kumar Sanu, Alka Yagnik, Alka Yagnik & Arvind Hasabnish",bollywood,bollywood,501219,ROMANTIC,
INU252103248,68251173.0,Jahangir Di Haveli,Gulab Sidhu,"punjabi, indian hip-hop/rap","indian hip-hop/rap, punjabi","501221, 501717","DARK, JEALOUS",
DGA0Q2497092,139217668.0,Dhara 302 (Lofi),"Amit Saini Rohtakiya, Vaishali Chaudhary",Others,,,BLUE,
INS182303578,115132691.0,,"Bhavana Isvi, Hesham Abdul Wahab",,,,,
INS172407536,119034023.0,Thala Forever - Whistle for Dhoni,"Anirudh Ravichander, Narendar Sankar, Arish",tamil,tamil,501811,HYPNOTIC,
DGA0P2386282,,,,,,,,
USUG12100342,32825739.0,Love Story (Taylor’s Version),Taylor Swift,"pop, soft pop, electropop","pop, electropop, soft pop","501120, 501872, 507814","chill, happy, fun, free, sweet","summer, sleep, soft, study, driving"
IN-M40-12-02358,,,,,,,,
INA090208684,13209819.0,O Priyurala,"Ramana Gogula, Priya",telugu,telugu,501819,"ROMANTIC, PEACEFUL",
INW262317897,112173116.0,Challa,"Gurdas Maan, Diljit Dosanjh, Ikky","indian pop, indian","indian pop, indian","501220, 501540","celebratory, uniting, festive, heartwarming","bonding, vacation"
INA091314000,13211235.0,I Hate Love Stories,"Naveen Madhav, Ranjith Govind, Nayanthara, MeeraChopra",telugu,telugu,501819,"ROMANTIC, INTENSE",
INT201701479,13225280.0,Meesaya Murukku,"Hiphop Tamizha, Kharesma Ravichandran",tamil,tamil,501811,"celebratory, energetic, anthemic, empowering, entertaining, fun, upbeat","workout, driving, study, background, morning, focus, running"
FRX872240590,94078176.0,Dekhya Kite,"Davy, Gur Sidhu, Simar Kaur","punjabi, punjabi trap","punjabi, punjabi trap","501717, 507791","energetic, lively, upbeat, celebratory, fun","dancy, partying, driving"
INH102411264,136196311.0,"Sehra (From ""Kahan Shuru Kahan Khatam"")","Dhvani Bhanushali, Varun Jain, Sachin-Jigar, Kausar Munir","bollywood, indian pop","bollywood, indian pop","501219, 501220","sentimental, anthemic, contemplative","soft, urban"
ING642502370,,,,,,,,
nan,,,,,,,,
INH100349260,25996572.0,Bilvaashtakam,S. P. Balasubrahmanyam,"indian ambient, indian devotional & spiritual","indian devotional & spiritual, indian ambient","503778, 503782",,
INH109541600,26464541.0,Tauba Yeh Matwali Chaal,Mukesh,playback,playback,505383,"ROMANTIC, PEACEFUL, SEXY",
IN-V11-13-05722,,,,,,,,
INH411907209,68268207.0,Baba Ji,Hansraj Raghuwanshi,soundtrack,soundtrack,501139,,
INUM71900039,25179217.0,Kohinoor,DIVINE,"desi hip-hop, indian hip hop, desi trap","desi hip-hop, desi trap, indian hip hop","501436, 507616, 507685","inspirational, affectionate, empowering, rebellious","urban, revolution"
FRS182119507,68415010.0,"Ondu Oorali - From ""Ek Love Ya""","Shankar Mahadevan, Arjun Janya",kannadan,kannadan,501575,ROMANTIC,
INV582002022,31436873.0,Jai Hanuman Gyan Gun Sagar,Suresh Wadkar,"indian ambient, indian devotional & spiritual","indian devotional & spiritual, indian ambient","503778, 503782",,
INS181803020,22671622.0,Zikr,"Armaan Malik, Asad Khan",bollywood,bollywood,501219,"ROMANTIC, PEACEFUL",
INS172100872,32782140.0,Bhavani Theme - Background Score,Anirudh Ravichander,tamil,tamil,501811,"hype, motivational, powerful, adrenaline","background, workout, gaming, study, driving"
INF040200464,13212489.0,"Aruva Meesai (From ""Dhol"")","Manikka Vinayagam, Vithu Prabakar",tamil,tamil,501811,"ROMANTIC, JOYFUL, DEPRESSED, BLUE",
INT982405810,148409021.0,,Ashish Yadav,,,,,
INH100510296,28534517.0,Mera Karma Tu,"Suresh Wadkar, Manhar Udhas, Mohammed Aziz","bollywood, pop, playback, indian pop","pop, bollywood, indian pop, playback","501120, 501219, 501220, 505383",PEACEFUL,
INS320300869,17305810.0,Kannadi,"K. J. Yesudas, K. S. Chithra",malayalam,malayalam,501619,"ROMANTIC, PEACEFUL",
DGA0Q2497067,139320186.0,Doghad Bhari,"Raj Mawer, Shiva Chaudhary",haryanvi,haryanvi,501514,,
AUBEC2364646,139711149.0,ASTARR,Prem Dhillon,punjabi,punjabi,501717,"INTENSE, SEXY, ROMANTIC, REFINED, SERIOUS",
INT502500282,142585041.0,Jogi Bangya Re,UK Haryanvi,haryanvi,haryanvi,501514,,
INA090710972,13210345.0,Poola Megha,"Shreya Ghoshal, Nithin, Charmi",telugu,telugu,501819,ROMANTIC,
INA311600305,17292865.0,"Ellellu Oduva Manase (From ""Sidlingu"")",Avinash Chebbi,kannadan,kannadan,501575,"ROMANTIC, PEACEFUL, MELANCHOLIC, WARM",
INH109442910,21166844.0,Aye Sanam Tere Liye,"Dilip Kumar, Mohammed Aziz, Kavita Krishnamurthy","bollywood, playback","bollywood, playback","501219, 505383","affectionate, heartwarming, connecting, family, sentimental",noise
INS181500687,16395973.0,Girls Like To Swing,Sunidhi Chauhan,"indian fusion, indian pop, south asian classical","indian pop, south asian classical, indian fusion","501220, 503287, 507684","celebratory, energetic, fun, upbeat, entertaining","dancy, partying"
INS181701541,16747930.0,Rangdaari,Arijit Singh,"bollywood, pakistani fusion, south asian classical, indian fusion, new romantic","bollywood, south asian classical, indian fusion, new romantic, pakistani fusion","501219, 503287, 507684, 507743, 507755","chill, happy, soothing, soulful","lofi, soft, coffee"
TCABD1240696,46087163.0,Brahms Lullabuy,Lullaby Baby,Others,,,,
INS280500582,13222766.0,"Nizhalinai Nijamum (From ""Raam"")","Yuvan Shankar Raja, Vijay Yesudas",tamil,tamil,501811,"laidback, meditative, melancholic, nostalgic, soothing","sleep, sleeping, soft, traveling"
ING642424895,140706050.0,Rotiya Jarata,"Khesari Lal Yadav, Shrishti Bharti",bhojpuri,bhojpuri,501310,ROMANTIC,
INA090203649,23714004.0,,"S. P. Balasubrahmanyam, S. Janaki, Chiranjeevi, Vijayashanthi",,,,,
INT201601178,13225184.0,Vaanam Paarthen,"Santhosh Narayanan, Pradeep Kumar",tamil,tamil,501811,"chill, free, peaceful, soothing, soulful","sleep, coffee"
INH100101720,13213126.0,Chinuku Chinuku,S. P. Balasubrahmanyam,telugu,telugu,501819,,
INA441500144,13211945.0,No Problem,Dhanush,kannadan,kannadan,501575,"ROMANTIC, PEACEFUL",
INK120906097,18955404.0,Oru Maina Maina,"Mano, K. S. Chithra",tamil,tamil,501811,,
INS171000380,13220689.0,Lolita,"Harris Jayaraj, Karthik, Prashanthini",tamil,tamil,501811,"anthemic, celebratory, uplifting, spiritual, empowering","sleep, morning"
INA090931514,25315114.0,O Ranga Sri Ranga,S. P. Balasubrahmanyam and Sujatha,telugu,telugu,501819,,
IN-V11-93-01127,,,,,,,,
FRX201910172,26838101.0,Hudugi Kannu,Srii Murali,kannadan,kannadan,501575,,
INA151301584,13211641.0,Omanathingal - Kurinji - Misra Chappu,"Sreevalsan J. Menon, Sridhar, Alichan, Praveen, Ganesh","indian classical, indian","indian classical, indian","501225, 501540",,
INS189710289,31830048.0,Sobhaname Sobhaname,"Annamayya Keerthana, Mano","soundtrack, indian","soundtrack, indian","501139, 501540",,
FRX762122009,62700569.0,Banke Chale Morni,"Masoom Sharma, Sapna Choudhary",haryanvi,haryanvi,501514,,
UKJ8H2501224,147478238.0,Sunny Deol Si Body Re,Im Anil,Others,,,,
INA441300681,23963302.0,Hello Guru,"S. P. Balasubrahmanyam, K. S. Chithra",telugu,telugu,501819,,
INW262500020,142223883.0,Ruger,Shubh,punjabi,punjabi,501717,"chill, hype, powerful","workout, lofi, soft, summer, working"
INH102502707,147805557.0,"Sugar Baby (From ""Thug Life"") (Telugu)","A.R. Rahman, Alexandra Joy, Shuba, Nakul Abhyankar, Anantha Sriram",indian,indian,501540,,
INSD11900338,29401317.0,Goat,Sidhu Moose Wala,"punjabi, indian hip-hop/rap, punjabi trap","indian hip-hop/rap, punjabi, punjabi trap","501221, 501717, 507791","ARROGANT, INTENSE, ROMANTIC, DARK",
IND292206682,93560517.0,Rebel Song,"B. Ajaneesh Loknath, Mime Ramdas, Rishab Shetty",kannadan,kannadan,501575,"ROMANTIC, LONELY",
INH102414246,140104770.0,"Jaana Hairaan Sa (From ""Game Changer"") (Hindi)","Thaman S, Karthik, Shreya Ghoshal, Kausar Munir",bollywood,bollywood,501219,"contemplative, hopeful, optimistic, uplifting","daydreaming, traveling"
IN-V11-00-01226,,,,,,,,
IND292103245,68186924.0,Kalyaanam Thaan Kattikittu,"Harris Jayaraj, KK, Yugendran, Srilekha Parthasarathy",tamil,tamil,501811,"chill, fun, happy, family, nostalgic","driving, morning, coffee"
IND292207426,95502933.0,Andhaala Nadhive,"B. Ajaneesh Loknath, Haricharan, Chinmayi",telugu,telugu,501819,"contemplative, dreamy, mellow, nostalgic, emotional, inspirational, soulful","nature, sleep, working"
